customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_monthly_spend,tenure_group
8205-otchb,male,0,no,no,22,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),43.75,903.6,1,41.07272727272727,1-2yr
4134-bsxlx,male,0,yes,no,28,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,60.9,1785.65,0,63.77321428571429,2-4yr
0505-spoow,female,0,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.8,1397.65,0,19.966428571428573,4-6yr
6235-vdhom,female,0,no,no,5,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,28.45,131.05,1,26.21,0-1yr
7783-ykgdv,female,0,no,no,12,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.7,1238.45,1,103.20416666666667,0-1yr
4374-ymusq,male,0,no,no,34,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),116.25,3899.05,0,114.6779411764706,2-4yr
4513-cxyix,female,0,yes,no,71,yes,yes,fiber optic,yes,no,no,no,no,no,two year,yes,credit card (automatic),80.7,5676.0,0,79.94366197183099,4-6yr
3957-hhlmr,female,0,yes,yes,70,yes,yes,dsl,yes,no,no,no,no,yes,one year,no,bank transfer (automatic),65.2,4543.15,0,64.90214285714285,4-6yr
7803-xoccz,female,0,yes,yes,52,yes,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),84.05,4326.8,0,83.20769230769231,4-6yr
5736-yejax,male,0,no,yes,69,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),79.45,5502.55,0,79.74710144927536,4-6yr
5609-cebid,female,0,no,no,20,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.1,1782.4,1,89.12,1-2yr
8981-fjgla,male,0,no,yes,11,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,78.0,851.8,0,77.43636363636364,0-1yr
7218-hkqfk,male,0,yes,no,2,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.2,167.5,1,83.75,0-1yr
4636-qrjky,female,0,yes,yes,6,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,502.85,1,83.80833333333334,0-1yr
1135-lmecx,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,19.85,0,19.85,0-1yr
4332-muoez,male,0,yes,yes,20,yes,no,fiber optic,yes,no,yes,yes,no,yes,one year,no,credit card (automatic),94.3,1818.3,0,90.91499999999999,1-2yr
8535-sfutn,male,0,no,no,61,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,106.45,6300.15,0,103.2811475409836,4-6yr
5956-vkdtt,female,0,yes,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,334.8,1,66.96000000000001,0-1yr
8677-hdzee,female,0,no,no,56,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),105.45,5916.95,0,105.65982142857142,4-6yr
2475-mrozf,male,0,no,no,30,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),95.0,2852.4,0,95.08,2-4yr
9412-gheec,male,0,no,no,40,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),104.8,4131.95,1,103.29875,2-4yr
3482-abpkk,female,0,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,54.3,1546.3,0,55.225,2-4yr
6705-lxorm,female,0,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.05,302.6,0,60.52,0-1yr
0257-zesqc,female,0,yes,no,27,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.2,1929.35,1,71.4574074074074,2-4yr
7531-gqhme,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.05,265.45,0,22.120833333333334,0-1yr
5174-itumv,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.4,6989.45,0,104.32014925373134,4-6yr
4109-cyrbd,male,0,yes,no,29,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,51.6,1442.0,0,49.724137931034484,2-4yr
0913-xwscn,male,0,yes,yes,55,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),85.5,4713.4,0,85.69818181818181,4-6yr
6825-uypfk,female,0,no,no,23,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),75.6,1758.6,1,76.4608695652174,1-2yr
8397-mvtaz,male,0,yes,no,34,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3480.0,1,102.3529411764706,2-4yr
0750-ebaiu,male,0,no,no,52,yes,no,fiber optic,yes,no,yes,no,yes,no,one year,no,electronic check,91.25,4738.3,0,91.12115384615385,4-6yr
8606-ciqul,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.75,8399.15,0,116.6548611111111,4-6yr
3571-dpyuh,male,0,yes,yes,58,yes,yes,fiber optic,no,yes,no,yes,yes,no,one year,yes,credit card (automatic),94.7,5430.35,0,93.62672413793103,4-6yr
7601-gndyk,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,686.95,0,19.627142857142857,2-4yr
0356-obmac,female,0,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),99.9,5706.3,0,101.89821428571429,4-6yr
8067-nioym,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),21.1,490.65,0,20.443749999999998,1-2yr
1403-gyafu,male,0,yes,yes,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,1360.25,0,19.432142857142857,4-6yr
4234-xtnea,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,174.45,0,87.225,0-1yr
1297-vqdrp,male,0,yes,yes,68,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),107.15,7379.8,0,108.5264705882353,4-6yr
9282-izgqk,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,85.0,1,85.0,0-1yr
5348-cagxb,male,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.55,1021.75,0,85.14583333333333,0-1yr
0621-hjwxj,female,0,yes,no,63,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),81.55,5029.05,0,79.82619047619048,4-6yr
5844-qvtat,female,0,yes,yes,33,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,58.45,1955.4,0,59.25454545454546,2-4yr
8905-iazpf,female,0,yes,no,69,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),95.65,6744.2,0,97.74202898550725,4-6yr
5394-meitz,female,0,yes,yes,60,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.6,4946.7,0,82.445,4-6yr
6859-qnxiq,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.1,8248.5,0,114.5625,4-6yr
2782-lfzvw,female,0,no,no,11,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,58.95,601.6,0,54.690909090909095,0-1yr
2866-ikbtm,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55,0,19.55,0-1yr
1342-jpnki,male,0,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),86.05,834.1,1,83.41,0-1yr
2817-ntqdo,male,0,no,no,13,no,no phone service,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),45.55,597.0,1,45.92307692307692,1-2yr
7129-azjde,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,no,yes,one year,yes,bank transfer (automatic),78.95,2647.2,0,77.85882352941177,2-4yr
6986-ijdhx,male,0,yes,yes,39,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,86.3,3266.0,1,83.74358974358974,2-4yr
2560-ppche,female,0,no,no,65,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.05,6744.25,0,103.75769230769231,4-6yr
4676-mquea,male,0,yes,no,50,yes,yes,fiber optic,yes,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),101.9,5265.5,0,105.31,4-6yr
8138-ealnd,male,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,311.6,0,20.773333333333333,1-2yr
3580-hycsp,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),110.3,7966.9,0,110.65138888888889,4-6yr
1352-hnsaw,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.6,8220.4,0,114.17222222222222,4-6yr
2075-puepr,male,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.35,1153.25,0,20.96818181818182,4-6yr
1982-febtd,female,0,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.6,514.75,0,22.380434782608695,1-2yr
5301-gauuy,male,0,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,2596.15,1,81.1296875,2-4yr
5791-kajfd,female,0,yes,yes,56,yes,yes,dsl,yes,no,yes,no,no,yes,one year,yes,bank transfer (automatic),68.75,3808.0,0,68.0,4-6yr
2654-vbvpb,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.9,19.9,0,19.9,0-1yr
1154-hywwo,male,0,no,no,38,yes,no,dsl,yes,yes,no,yes,yes,no,one year,no,mailed check,70.6,2708.2,0,71.26842105263158,2-4yr
2501-xwwtz,male,0,no,no,11,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.2,760.05,0,69.09545454545454,0-1yr
3716-uvspd,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.3,49.3,0,49.3,0-1yr
6815-abqfq,male,0,yes,no,56,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,107.25,6033.3,0,107.7375,4-6yr
7343-eobeu,male,0,yes,no,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,23.6,89.05,0,29.683333333333334,0-1yr
3701-sfmuh,male,0,yes,yes,7,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,no,credit card (automatic),69.7,516.15,0,73.73571428571428,0-1yr
6103-lianb,male,0,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),99.5,5861.75,0,99.35169491525424,4-6yr
7319-venrz,male,0,no,no,7,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),64.3,445.95,0,63.707142857142856,0-1yr
5846-neqvz,male,0,yes,yes,71,yes,no,dsl,yes,no,yes,yes,no,yes,two year,yes,credit card (automatic),70.85,4973.4,0,70.04788732394366,4-6yr
6967-qiqrv,male,0,yes,yes,15,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,no,electronic check,101.9,1667.25,0,111.15,1-2yr
5781-rfzrp,male,0,yes,no,71,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),73.5,5357.75,0,75.46126760563381,4-6yr
0939-yapaf,female,0,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.25,3527.6,1,100.78857142857143,2-4yr
0308-ivgok,female,0,no,no,11,no,no phone service,dsl,no,yes,yes,yes,no,no,one year,yes,credit card (automatic),40.4,422.6,0,38.41818181818182,0-1yr
7293-lscdv,female,0,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.25,1103.25,0,18.3875,4-6yr
7025-wcbne,male,0,no,no,47,yes,yes,dsl,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),59.6,2754.0,0,58.59574468085106,2-4yr
5756-jyojt,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,credit card (automatic),64.9,697.25,0,63.38636363636363,0-1yr
4710-fduiz,male,0,yes,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),100.3,5614.45,1,100.25803571428571,4-6yr
6030-rehux,female,0,yes,no,28,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.85,3204.4,0,114.44285714285715,2-4yr
9548-ligta,male,0,yes,no,61,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,yes,mailed check,81.05,4747.65,0,77.83032786885245,4-6yr
5150-ljnsr,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,no,bank transfer (automatic),98.05,3082.1,0,99.42258064516129,2-4yr
8270-rksap,male,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.5,597.9,0,66.43333333333334,0-1yr
6522-yrbxd,male,0,yes,no,35,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,94.55,3365.4,0,96.15428571428572,2-4yr
2640-lymov,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,38.8,0,19.4,0-1yr
1218-vkfpe,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,233.55,1,19.462500000000002,0-1yr
3627-fhkbk,female,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.3,75.3,1,75.3,0-1yr
2865-tchjw,female,0,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,346.2,1,86.55,0-1yr
1423-bmpbq,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.0,19.0,0,19.0,0-1yr
2393-divai,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.0,61.7,0,20.566666666666666,0-1yr
5192-ebgov,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,1,85.7,0-1yr
4568-knywr,male,0,no,no,52,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,credit card (automatic),63.25,3342.45,0,64.27788461538461,4-6yr
8752-imqos,male,0,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,85.1,0,17.02,0-1yr
0742-lafqk,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,electronic check,99.15,7422.1,0,103.08472222222223,4-6yr
0795-lafgp,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.4,6668.05,0,93.91619718309859,4-6yr
0619-olyur,male,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),111.9,8071.05,0,112.09791666666666,4-6yr
5512-idzei,male,0,yes,yes,46,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,24.9,1174.8,0,25.539130434782606,2-4yr
0459-spzhj,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),83.5,5435.0,0,86.26984126984127,4-6yr
0215-bqkgs,male,0,no,no,30,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),84.3,2438.6,0,81.28666666666666,2-4yr
9244-zvapm,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.6,45.6,0,45.6,0-1yr
0719-syfrb,female,0,no,no,12,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,yes,mailed check,61.65,713.75,1,59.479166666666664,0-1yr
8208-eumte,male,0,no,no,16,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,54.85,916.15,0,57.259375,1-2yr
5172-migpm,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,65.55,237.2,0,59.3,0-1yr
1710-rcxus,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,credit card (automatic),90.35,4614.55,0,90.48137254901961,4-6yr
0374-fiuca,male,0,yes,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.4,1414.45,0,21.76076923076923,4-6yr
5839-suyvz,male,0,no,no,16,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),74.55,1170.5,0,73.15625,1-2yr
5173-zxxxl,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,47.7,0,23.85,0-1yr
1096-adrux,female,0,yes,yes,66,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),74.25,4859.25,0,73.625,4-6yr
2001-mcuuw,male,0,no,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,108.65,4903.2,0,106.59130434782608,2-4yr
2731-gjrdg,female,0,no,no,32,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.55,3608.0,0,112.75,2-4yr
4723-begsg,male,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),86.65,6094.25,0,84.64236111111111,4-6yr
6516-nkqbo,male,0,yes,yes,38,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),81.0,3084.9,0,81.18157894736842,2-4yr
8672-oaupw,male,0,no,yes,51,yes,no,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),47.85,2356.75,0,46.21078431372549,4-6yr
8207-dmrvl,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.55,8306.05,0,115.36180555555555,4-6yr
3419-snjjd,female,0,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),105.25,6786.4,1,104.40615384615384,4-6yr
6543-cpzmk,male,0,yes,yes,9,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,29.95,248.95,1,27.66111111111111,0-1yr
4765-oxppd,female,0,yes,yes,9,yes,no,dsl,yes,yes,yes,yes,no,no,month-to-month,no,mailed check,65.0,663.05,1,73.67222222222222,0-1yr
2804-etqdk,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.55,1357.1,0,20.562121212121212,4-6yr
6689-vrrtk,female,0,no,no,44,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.8,4860.35,0,110.4625,2-4yr
7138-girsh,male,0,no,no,50,yes,yes,dsl,no,no,yes,yes,no,yes,two year,no,bank transfer (automatic),69.5,3418.2,0,68.36399999999999,4-6yr
9396-zsfll,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,48.85,631.4,0,42.093333333333334,1-2yr
6464-kexxh,male,0,no,no,8,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),25.25,186.3,0,23.2875,0-1yr
7134-mjpdy,female,0,no,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),102.85,6976.75,0,105.70833333333333,4-6yr
5240-caoyt,female,0,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),87.55,4884.85,0,85.69912280701755,4-6yr
4059-iiebk,female,0,no,no,7,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),78.55,522.95,0,74.70714285714287,0-1yr
4881-jvqod,male,0,yes,yes,10,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),34.55,362.6,0,36.260000000000005,0-1yr
0516-uxrmt,female,0,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,92.05,5755.8,0,92.83548387096775,4-6yr
4851-bqdnx,male,0,yes,yes,40,yes,no,fiber optic,no,no,yes,no,yes,no,one year,yes,electronic check,85.05,3355.65,0,83.89125,2-4yr
5148-hkfir,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,406.95,0,20.3475,1-2yr
1009-irmna,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.0,137.6,1,19.657142857142855,0-1yr
3003-cmduu,female,0,yes,no,25,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.15,2395.7,0,95.82799999999999,2-4yr
5016-iberq,male,0,yes,no,23,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,84.25,1968.1,0,85.5695652173913,1-2yr
6797-ucjhz,female,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),104.6,6819.45,0,103.325,4-6yr
2469-dtsgx,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,111.65,7943.45,0,110.32569444444444,4-6yr
4554-ygzih,male,0,yes,no,49,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),90.05,4547.25,1,92.80102040816327,4-6yr
5099-bailx,male,0,yes,yes,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,4687.9,1,109.02093023255813,2-4yr
9931-kghoa,female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),55.0,2473.95,0,53.78152173913043,2-4yr
1775-kwjkq,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.85,6562.9,0,91.15138888888889,4-6yr
7665-vigud,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.35,176.3,0,17.630000000000003,0-1yr
9411-tpqqv,female,0,no,no,40,no,no phone service,dsl,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),54.55,2236.2,0,55.904999999999994,2-4yr
7207-rmrdb,female,0,yes,yes,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.5,6985.65,1,107.47153846153846,4-6yr
7954-mlbun,male,0,no,no,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),99.45,3109.9,0,100.31935483870969,2-4yr
2077-ddhjk,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),70.9,4911.35,0,72.22573529411765,4-6yr
4913-ehyui,male,0,yes,yes,56,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),104.55,5794.65,1,103.47589285714285,4-6yr
0195-iescp,male,0,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,855.3,1,85.53,0-1yr
9574-bosmd,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.4,1620.2,0,23.826470588235296,4-6yr
4580-tmhju,female,0,yes,yes,43,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,56.15,2499.3,1,58.12325581395349,2-4yr
0970-etwge,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.55,89.55,1,89.55,0-1yr
4908-xaxay,female,0,no,no,49,yes,no,fiber optic,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),89.85,4287.2,0,87.4938775510204,4-6yr
8404-vlqfb,female,0,yes,yes,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.25,394.85,0,26.323333333333334,1-2yr
1626-ercmm,male,0,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,1899.65,1,94.9825,1-2yr
0887-hjgar,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,1,45.7,0-1yr
2391-iplop,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,yes,yes,no,one year,yes,electronic check,69.65,3442.15,0,68.843,4-6yr
5644-pdmzc,female,0,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,89.5,161.5,1,80.75,0-1yr
3509-gwqgf,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.0,1732.6,0,72.19166666666666,1-2yr
9576-anlxo,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.55,222.3,1,74.10000000000001,0-1yr
2024-baskd,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.6,74.6,1,74.6,0-1yr
5845-bzzib,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,655.3,0,18.72285714285714,2-4yr
1140-ukvzg,female,0,no,no,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.8,475.25,0,27.955882352941178,1-2yr
4160-amjtl,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.65,164.3,1,20.5375,0-1yr
5183-snmjq,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,865.1,0,86.51,0-1yr
8100-pnjmh,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),88.85,6132.7,0,90.18676470588235,4-6yr
7838-lazfo,male,0,yes,no,45,yes,no,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),78.8,3597.5,0,79.94444444444444,2-4yr
